strategy,total_PnL,abs_PnL,sharpe_annualized,max_drawdown,num_points,approx_trades
baseline_sign_spread,24.225910573183146,1268.5878265561407,1.734531680736543,-3.757136934928093,687013,310
zscore_90min_ent1_exit0.25,297.9485183011551,924.6616009223031,4.34611650244219,-0.9750605996118225,687013,5413
